palabra,frecuencia
pluris,52
patrio,52
señora...,52
Viri,52
Telles,52
pasados,52
🐴,52
PANISTAS,52
ganar.,52
bullying,52
chiste.,52
piedra,51
refina?,51
guardería,51
tuit.,51
LINEA,51
cantar,51
avanzando.,51
🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,51
JUNGLA,51
corren,51
jodida,51
pndja,51
ataúd,51
JAMÁS,51
solita,51
DESAPARECER,51
TIMO,51
"insultar,",51
Vietnam,51
guayaba,51
votará,51
"Andrea,",51
ladra,51
sobrina,51
realizados,51
👍👍👏👏👏,51
"bandera,",51
continua,51
HAN,50
oficina.,50
delegada,50
porcentaje,50
volverán,50
sheinbaum,50
HIPÓCRITA,50
ELLA,50
senadora!,50
callate,50
🥳🥳,50
crédito,50
comió,50
calumnias,50
disculpa.,50
partido?,50
pilar,50
demandas,50
Jajajajajajajajajaja,50
juar,50
traicionaste,50
perfecta,50
trío,50
paniaguados,50
#OposicionMiserableMezquinaYTraidora,49
❤️❤️❤️,49
beneficiados,49
anuncio,49
Emilio,49
platano,49
Linda,49
👌👏,49
triple,49
#MueraElMalGobierno,49
escuchan,49
👍👏👏👏👏,49
QEPD,49
👏🏽,49
🤣😂🤣😂,49
Bruja,49
unen,49
HAS,49
"racista,",49
hocicona,49
denigrar,49
💚🤍❤️,49
poquianchis,49
EDUCACIÓN,49
mienta,49
KENIA,49
parada,49
"ratas,",49
tostada,49
NIÑOS,49
lagartija,49
Elena,49
tradiciones,49
"Canciller,",48
inunda,48
resultados!,48
apoyadas,48
Lic,48
Delfina,48
ardida,48
Empezando,48
Panistas,48
maestra,48
lavadero,48
acarreados.,48
"una,",48
debatir,48
inepta.,48
"Diputada,",48
parques,48
Espectacular,48
"pluri,",48
impulsa,48
Mejorando,48
lees,48
novia,48
"legislar,",48
pruebas?,48
escupir,48
SENADO,48
Patética,48
"boca,",48
hogar.,48
crece,48
logros.,48
Naco,48
agradecida,48
Clasismo,48
👍🏻👍🏻,48
capitalinos,47
acuerdo.,47
hilo,47
Ridicula,47
Chapoy,47
prostituta,47
callese,47
inauguró,47
Jajajaja.,47
mija,47
escuché,47
GOBERNADOR,47
existido,47
magnífico,47
"movimiento,",47
obtenidos,47
Mexiquense,47
central,47
Bonito,47
Secretaría,47
Llegando,47
pico,47
"inteligencia,",47
desesperada,47
#salariorosacontinua,47
respetuosamente,47
Mejores,46
Mazo.,46
DICE,46
Diputado,46
vendida,46
Chapultepec,46
tranquila,46
"doña,",46
Clau,46
"Secretaria,",46
Oaxaca,46
nieto,46
¡Ya,46
eligió,46
arma,46
👍👍👏,46
poyo,46
#salarioRosaVePorMas,46
ALGO,46
acuerda,46
funcione,46
DECIR,46
leído,46
"ganar,",46
contexto,46
TRAIDOR,46
vuelvan,46
mentadas,46
casco,46
Chumel,46
cdmx.,46
besar,46
decidir,46
"entonces,",46
oink,46
calderon,46
#MochilaDeVida,46
"cdmx,",45
II,45
colgada,45
apostar,45
"Doctora,",45
pan.,45
lógica,45
RATERA,45
retirar,45
burlarte,45
sueña,45
Pobrecita,45
🤗🤗,45
físico.,45
tía,45
felicidades!!,45
¿Entonces,45
trabajo!!!,45
expresarse,45
convivencia,45
"racismo,",45
"presidenciable,",45
Proyectos,45
Querétaro,45
Ninguna,45
"Xóchitl,",45
fallecieron,45
experta,45
Diputados,45
BLA,45
ja.,45
escaño,45
porquerías,45
asesina.,45
espurio,45
Inepta,45
recinto,45
"inepta,",44
Palera,44
Estaría,44
licenciatura,44
gobernaron,44
Gratis,44
"panistas,",44
mochila,44
cínica.,44
Claudia?,44
loquita,44
escritora,44
ABC,44
algun,44
feminista,44
aportaciones,44
sueñas,44
"misma,",44
fundamentos,44
pobrecita,44
grato,44
código,44
"transporte,",44
"disculpas,",44
👋👋👋👋,44
#Quintoinforme,44
canciller.,44
carnal,44
"canciller,",44
#salariorosaestacontigo,44
huevon,44
símbolo,44
preguntó,44
mueven,44
tóxica,44
argumentos.,44
gritan,44
unidas,43
Alito.,43
curioso,43
resultados!!!,43
racistas,43
acepto,43
humanista,43
darás,43
TÉLLEZ,43
"tonterías,",43
Bienvenido,43
#SalarioRosaVeporMas,43
talones,43
dictamen,43
delegacional,43
LOPEZ,43
chayotera,43
jajaj,43
despechada,43
👍🏻👍🏻👍🏻,43
robamaridos,43
acusar,43
"Señor,",43
"chiste,",43
aceptamos,43
deudos,43
positivos,43
Alcaldía,43
intelecto,43
comisiones,43
"senador,",43
terminada?,43
PENDEJO,43
Cínico,43
jajajajajajajaja,43
jajajaja.,43
apuestas,42
sientese,42
casa!,42
ocupas,42
inteligente.,42
"pri,",42
"peso,",42
notas,42
ruca,42
sordos,42
👏👏👏👏👍,42
insultos.,42
selfie.,42
mexiquenses!,42
propuesto,42
olvidaron,42
Seguiremos,42
maestría,42
sísmicas,42
sarcasmo,42
"Jajajajaja,",42
toluca,42
"bajo,",42
difundir,42
SABES,42
"contra,",42
inaugurado,42
cansan,42
🙏🙏,42
mamona,42
👌👏👏,42
lepera,42
continúe,42
priístas,42
manejar,42
mientas,42
palo,42
pelos,42
Querida,42
Domínguez,42
"gritona,",42
frustración,41
RIDÍCULA,41
doñita,41
fin.,41
Andrea.,41
zócalo.,41
ti?,41
amargada,41
letras,41
"va,",41
progresista,41
priísta,41
leer.,41
candidatura.,41
babosa,41
urraca,41
gano,41
agradecemos,41
"plurinominal,",41
camión,41
"desquiciada,",41
dices.,41
defensora,41
#ladychatarra,41
mendiga,41
hablas?,41
Payaso,41
Cuente,41
conforme,41
#Edomex,41
Ridículo,41
guacamayas,41
EVO,41
#OrgulloMexicano,41
Alfaro,41
política?,41
Ayuda,41
edo,41
chiquero,41
saqueadores,41
"honestidad,",41
comprometida,41
gratuito,41
simulacro.,41
Imagínate,41
traidor.,41
empleada,41
DEJE,41
endeja,40
comprado,40
bancaria,40
SALINAS,40
aquellas,40
informe.,40
evidencias,40
lambiscon,40
ridícula!,40
"Senador,",40
televisión,40
coherente,40
premios,40
#L12,40
"pregunta,",40
congruencia.,40
🤮🤮🤮🤮🤮🤮,40
olvida.,40
"denuncia,",40
norte.,40
"periodista,",40
Senadora!,40
JAJAJAJAJAJA,40
universitario,40
librito,40
loca!,40
derrota,40
"honesta,",40
ayuda.,40
tortas,40
Mueran,40
#robamaridostellez,40
afores,40
expresar,40
altavoces,40
Estimado,40
golpear,40
"Nahle,",40
Firme,40
Sumando,40
universo,40
muchísimas,40
jajajajajajajajajaja,40
casa!!,40
"Rébsamen,",40
"hueso,",40
gesta,39
"insulto,",39
hipódromo,39
Regenta,39
comparte,39
banana,39
"Gobernadora,",39
Lilly!,39
"ofender,",39
300,39
selfie?,39
gente?,39
leen,39
Quienes,39
mentalidad,39
llenadera,39
"etc.,",39
#Zócalo,39
diestra,39
preocupante,39
séquito,39
honestos,39
arrastrada.,39
"educada,",39
insultan,39
Simi,39
"simulacro,",39
usado,39
#Edoméx,39
👏👌,39
pará,39
emociona,39
"ciudadanía,",39
NL,39
apostando,39
jeje,39
Fuiste,39
Contigo,39
🥱,39
superior,39
#SalarioRosaVePormas,39
inútiles.,39
misma.,39
alimenta,39
prometieron,39
"L12,",39
acoso,39
Cayó,39
anteriores.,39
ofendes,39
ve.,39
abasto,39
trágico,39
"asesina,",39
caiste,39
decir.,39
Impulsando,39
"#SalarioRosaVePorMas,",39
Calderon,38
"nefasta,",38
oposición?,38
seudo,38
arribista,38
chaquetas,38
eterna,38
chatarra,38
contestó,38
creé,38
sarta,38
manejan,38
es:,38
sentada,38
destruyen,38
existir,38
mataste,38
inteligencia.,38
"Lili,",38
declarar,38
Duro,38
heroica,38
CUAL,38
"preparada,",38
XD,38
eje,38
Agradecemos,38
"informe,",38
perico,38
histérica,38
#ColegioRebsamen,38
fan,38
Celebremos,38
expresa,38
"retos,",38
chicharrón.,38
calladita,38
México!!!!,38
👏👏👏👍👍,38
Instituciones,38
bandera.,38
Massieu,38
Promesas,38
inactivas,38
🐍,38
"beneficiadas,",38
investiguen,38
beneficiarias.,38
entregas,38
ocúpate,37
mexiquenses!!!,37
EdoMex,37
jejeje,37
panistas.,37
Beneficiando,37
bienvenidas,37
fundamento,37
"Azteca,",37
Azteca.,37
enserio,37
comentar,37
reconocidas,37
interna,37
Entregando,37
fake,37
proselitismo,37
presentas,37
Mientes,37
vallas,37
inauguraron?,37
PAN?,37
CD,37
🙌🏻,37
oposicion,37
Presidente!,37
🎉🎉🎉🎉,37
"amiga,",37
chingona,37
Ratera,37
rabia,37
Recordemos,37
mantenida,37
callada,37
jajajajajaj,37
presidencia?,37
ganarás,37
#ConstrucciónDeLaPaz,37
abres,37
Salgado,37
"""senadora""",37
mona,37
twitt,37
trasmisión,37
"inepto,",37
entienda,37
sonido,37
vanguardista,37
"gritos,",37
#LelaTellez,37
dolió,37
vela,37
BOLA,37
#ClaudiaSheinbaum,37
deberíamos,37
calaña,37
mitómana,37
majadera,37
raíces,37
ofensivo,37
175,37
♥️✅👨🏻‍🦱.,36
aquella,36
usted!,36
fallecidas,36
sinvergüenzas,36
#SimulacroNacional,36
"humano,",36
"zócalo,",36
informé,36
proyectos.,36
desesperación,36
Galvez,36
doctorado,36
manzana,36
"Metro,",36
actitudes,36
engañe,36
perteneces,36
#DosBocas,36
mujeres!!,36
ganen,36
Rescatar,36
habladora,36
"candidatura,",36
sexo,36
inventando,36
precampaña,36
Estemos,36
incremento,36
no??,36
cerda,36
aspira,36
prepa,36
exito,36
patrios.,36
👍❤️,36
adjetivos,36
selva,36
caballos,36
"rebsamen,",36
tú!,36
humor,36
payasa.,36
ka,36
EDOMEX,36
decente,36
llenando,36
musical,36
recuerdan,36
PRIANISTAS,36
moreno,36
ajá,36
🕊,36
"regenta,",36
olvidemos,36
floreros,36
#Tamaulipas.,36
recurrir,35
juzgar,35
autobús,35
beneficio.,35
GANAR,35
12???,35
#Huasteca,35
💰,35
hidalguense.,35
harías,35
"enferma,",35
Tv,35
#AdánVa,35
JEFA,35
5toinformeEdomex,35
Cuentas,35
causar,35
echos,35
apoyándonos,35
caer?,35
ilusiones,35
Marcela,35
"familias,",35
😍😍,35
mantenernos,35
FGR,35
difamar,35
luchonas,35
izquierda.,35
valiosa,35
agradecimiento,35
uno.,35
gel,35
lacayo,35
Mex,35
"naco,",35
#AmloElFracasoPresidencial,35
reconozca,35
compro,35
energías,35
Colonia,35
acarreados?,35
esquizofrénica,35
chistosa,35
¿Eso,35
divertido,35
💰💰💰,35
tí.,35
peso.,35
CREO,35
muerte.,35
"doctora,",35
llenaron,35
"cash,",35
"Beatriz,",35
fraudes,35
burda,35
focas,35
mugrosa,35
wow,35
ENFERMA,35
rescatamos,35
gasolina?,35
xochitl,35
"mentirosos,",35
señora!!,35
Tuvieron,35
será?,35
CORRUPCION,35
Halloween,35
suenan,35
estiércol,35
ácido,35
"gasolina,",35
comerse,35
corrido,35
2017.,35
inauguración?,35
CASH,34
mujeres!,34
"amigo,",34
familiar.,34
apoyo...,34
grandioso,34
nacer,34
temblores,34
"patrios,",34
Estaré,34
#LopezDestruyendoMexico,34
notan,34
informado,34
realeza,34
disculpas.,34
"Lela,",34
colegas,34
Ayudando,34
ocupe,34
BANDERA,34
dirigencia,34
intenciones,34
credibilidad.,34
Panista,34
escriba,34
parecido,34
creerle,34
ti!,34
leí,34
prefieren,34
BOROLAS,34
ciudad?,34
burlan,34
respuesta?,34
bajó,34
empezaron,34
"funciona,",34
Atte.,34
Senadora?,34
Jajajja,34
"elecciones,",34
tragas,34
"Tlalpan,",34
"sirve,",34
show.,34
#ClaudiaNoSeraPresidente,34
trunca,34
CARTEL,34
producen,34
Houston,34
trapitos,34
"cae,",34
pedorro,34
ALGUIEN,34
"congruencia,",34
Rabadán,34
Liliana,34
etc...,34
acta,34
lópez,34
momias,34
riendo,34
VULGAR,34
Pri,34
burlándose,34
contratar,34
presentan,34
Norte.,34
"terminada,",34
inundó,34
"Salinas,",34
dilo,34
salario.,34
"pagamos,",34
esposos,34
orígenes,34
siquiatra,34
hermano.,33
Solicito,33
dejaras,33
cuentos,33
monarquía,33
investiga,33
#Salariorosavepormas,33
Decisiones,33
👏👏👏👍👍👍,33
Cuántas,33
sumamos,33
programa.,33
"Perdón,",33
marcelo,33
paseando,33
"logros,",33
echan,33
"marido,",33
mencionas,33
Bamos,33
millonaria,33
austero,33
🚨,33
gordofobia,33
"gana,",33
decir:,33
"corruptas,",33
mayoria,33
bajaste,33
pongo,33
trolebus,33
partidos.,33
"Gálvez,",33
Presenta,33
Respetuosamente,33
caballa,33
👪,33
grasias,33
escándalo,33
sísmica.,33
Continúa,33
masivo,33
extrema,33
ganes,33
#JefaDeGobierno,33
doctora.,33
aspirar,33
12??,33
besos,33
bocinas,33
irle,33
espectáculos,33
notar,33
¿Ahora,33
#rebsamen,33
LÍNEA,33
#IgualdadSalarial,33
votaremos,33
"Clau,",33
abstención,33
razon,33
refinando,33
viento,33
ocico,33
Populista,33
inundación,33
🤔🤔,33
alabar,33
Corrupta.,33
llevarán,33
pensamientos,33
plancha,33
"mereces,",33
Marisa,33
pasara,33
golpeteo,33
inmunda,33
está.,33
frases,33
"fuera,",33
ineptas,33
Momia,33
"capacidad,",33
pluri.,32
"estúpida,",32
plantas,32
ya?,32
reclusorio,32
"hambre,",32
hizo?,32
Universidad,32
inventes,32
"cámara,",32
procesos,32
caben,32
"mensaje,",32
"acarreado,",32
trasero,32
besando,32
votaciones,32
exprese,32
comadres,32
LILY,32
golpes,32
Saquen,32
podredumbre,32
supiera,32
imaginación,32
bajo.,32
"azteca,",32
escucharon,32
"partidos,",32
platanera,32
Trio,32
"secretaria,",32
Mújica,32
Nepotismo,32
pagarle,32
siéntate,32
tardan,32
Claudia!,32
ordinaria,32
desaparezca,32
"lejos,",32
Ahorita,32
haces.,32
resentida,32
agredir,32
dejemos,32
aumentando,32
objetivos,32
💚,32
#toluca,32
Allá,32
mofa,32
robarle,32
#PresidenteDeMéxico,32
vocabulario,32
comido,32
refinerías,32
bananera,32
fantasía,32
Canciller.,32
mina,32
Envío,32
fruto,32
hocico.,32
"Sra,",32
"luz,",32
harto,32
verdad???,32
barandal,32
Fortaleciendo,32
entiendan,32
vulnerables,32
dedazo,32
permitan,32
10:00,32
Magnífico,32
"GABO,",32
desafortunado,32
vecindad,32
balacera,32
feministas,32
mantenimiento.,32
mujeres!!!,32
p3ndejo,32
abra,32
refinan,32
"Xochitl,",32
Evo.,32
infórmate,31
suba,31
representado,31
inglés,31
actriz,31
baratos,31
vulgaridades,31
"chismes,",31
calla,31
votaria,31
Entrega,31
Guanajuato?,31
justicia?,31
👌🏼,31
for,31
SEÑOR,31
profesional.,31
crees.,31
Voto,31
"Andrés,",31
Muchísimas,31
carisma,31
detestable,31
"allá,",31
cuadra,31
sinceramente,31
TOTALES!,31
cuestiones,31
día?,31
50%,31
SERAS,31
ustedes!,31
"esposa,",31
oficiales,31
veneficiadas,31
muertes.,31
👏👏👏👏👏👏👏👏👏,31
"Iztapalapa,",31
twits,31
caigan,31
modificación,31
"PRIAN,",31
bananas,31
acarrear,31
mexiquenses...,31
burlando,31
denigra,31
"mantenimiento,",31
ministro,31
dabas,31
bajas,31
Jajajajajja,31
estupidez.,31
compraron,31
"tweet,",31
ofenden,31
desquiciada.,31
PENDEJA,31
😂😂😂😂😂😂😂😂😂😂😂😂,31
referencia,31
descarada,31
enriquecimiento,31
Oposición,31
ELLOS,31
EPN,31
sueñes,31
mensa,31
mamo,31
"inútiles,",31
expresas,31
padre?,31
avienta,31
"Mentirosa,",31
Piensa,31
Nivel,31
escupe,31
DOÑA,31
billetes,31
protegen,31
"claudia,",31
lejos.,31
creen.,31
RIDICULA,31
AHI,31
Álvaro,31
violenta,31
colapso,31
"mentales,",31
DESPUÉS,31
labios,31
morder,31
senado?,31
opción.,31
cerrada,31
LIBRO,31
falsedad,31
indígena,31
"Corrupta,",31
Jajajajajajajajajajaja,31
memes,31
tamal,31
rebaje,31
Aja,31
resentimiento,30
téllez,30
apodos,30
ciega,30
refine,30
loka,30
despilfarro,30
Banco,30
demandar,30
¿Tu,30
tardando,30
claridad,30
realizada,30
"refina,",30
tono,30
insultes,30
entonces?,30
volumen,30
argüendera,30
#traidora_a_la_patria,30
"actual,",30
"hijo,",30
"selfies,",30
sumamente,30
construyó,30
serias,30
jajajja,30
anden,30
comience,30
#5toinforme,30
señora!!!,30
gastaron,30
cinismo.,30
#YoDefiendoAlINE,30
"ladrones,",30
perras,30
anorexia,30
4T!,30
Ora,30
actúa,30
PURA,30
expresiones,30
iría,30
ciento,30
presidenciable.,30
gritonear,30
compinches,30
hoy?,30
"periodistas,",30
eso...,30
Primera,30
global,30
lodo,30
PRI?,30
#PRI,30
pizca,30
"inmobiliario,",30
¿Nos,30
anoréxica,30
Saben,30
indicada,30
😅😅😅,30
crudo,30
pndeja,30
🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,30
¡MUERA,30
actuales,30
admiras,30
cascos,30
pondrás,30
funcionó,30
amiga.,30
saquearon,30
descripción,30
Uds.,30
comedia,30
"trepadora,",30
PRIANRD,30
sucedido,30
Siguiendo,30
Oila,30
cadáver,30
Litio,30
🤗🤗🤗,30
cumplida,30
JAMAS,30
violación,30
licenciado,30
payaso.,30
cajuela,30
felicidades!!!,30
logrados,30
Romero,30
pollo,30
❣️,30
recreación,30
🙌🙌,30
Lindo,30
capacidades,30
lábaro,30
regenta.,30
panzota,30
SEAS,30
recibimos,30
bendición,30
SalarioRosaVePorMas,30
Beneficios,30
Saca,29
adentro,29
Populismo,29
frustrada,29
"clasistas,",29
DF,29
"Usted,",29
aplaudo,29
Twitter.,29
vociferar,29
costal,29
nube,29
SHEINBAUM,29
circos,29
escupiendo,29
METRO,29
SERÁ,29
escrúpulos,29
Tláhuac,29
desprestigiar,29
"tuit,",29
familiares.,29
plato,29
Señora.,29
profunda,29
CAMPAÑA,29
#IndependenciaDeMéxico,29
paro,29
ALITO,29
Texcoco,29
terminaron,29
publique,29
"millones,",29
caracteriza,29
🫠,29
creía,29
ave,29
BUENA,29
vivas,29
lanza,29
club,29
Sueños,29
desinformar,29
perdimos,29
Mary,29
¡Y,29
"fea,",29
calaca,29
divide,29
ratas.,29
chilanga,29
repitiendo,29
funcionamiento,29
PURAS,29
"Chihuahua,",29
votarán,29
#15DeSeptiembre,29
drogadicta,29
rencor,29
controla,29
tenerla,29
#NiPerdonNiOlvido,29
lectora,29
señorita,29
actual.,29
🤣😂🤣,29
tipeja,29
manifestación,29
recomendación,29
Edomex.,29
ocupado,29
Eduardo,29
Bienvenidos,29
👏🏽👏🏽,29
chocoflan,29
Nayarit,29
mex,29
que.,29
Muestra,29
responsabilidades,29
panfleto,29
bloqueos,29
zorra,29
chicharron,29
extra,29
agarra,29
"sola,",29
agropecuaria,29
#TRAIDORA_A_LA_PATRIA,29
"dicen,",29
postor,29
"quieren,",29
alzar,29
pisos,29
Ésta,29
padece,29
profesionales,29
arda,29
"abrazos,",29
casa...,29
labor.,29
Gober,29
hogares.,29
#Veracruz,29
estaciones,29
Educación?,29
ladras,29
Cínicos,29
títeres,29
contesto,29
"sra,",29
macho,29
UNAM,29
aplauso,29
República.,29
"marinos,",29
Marcelo!,29
fina,29
mamón,29
invitamos,29
👍🏼👍🏼,29
emprendimiento,29
llamadas,29
gobernación,29
🇲🇽🇲🇽🇲🇽🇲🇽🇲🇽,29
Pendejo,29
Francia,29
contamos,29
bien!!!,29
ingredientes,29
gobernador?,29
"hacer""",29
leíste,28
plurinominal.,28
lago,28
Mentiras,28
no!!,28
bellas,28
cayera,28
#PAN,28
tuberías,28
bruja.,28
equivocaste,28
genero,28
"Rocío,",28
sonar,28
pndjos,28
Favor,28
DOBLE,28
"burla,",28
mentales.,28
presidenta!,28
pagará,28
"verdulera,",28
drogada,28
"corrupcion,",28
saqueado,28
Participemos,28
"Twitter,",28
deleznable,28
impresionante,28
repente,28
Lambiscona,28
Tlaxcala,28
rabiosa,28
díganos,28
tuya.,28
"cuidado,",28
carente,28
Parecen,28
estúpida.,28
Jajajajajaj,28
chiquita,28
"trabajan,",28
esquizofrenia,28
Andorra,28
fertilizantes,28
construye,28
"gobernadora,",28
DICEN,28
Mmmm,28
estela,28
"tonta,",28
Chaira,28
“la,28
Ciro,28
subido,28
caballota,28
Jefatura,28
sueldo.,28
Tatiana,28
respetas,28
chico,28
sexual,28
rancio,28
público?,28
barbera,28
bajan,28
familia?,28
rehabilitación,28
hablan:,28
👍🏽,28
Patético,28
Alcalde,28
Hijo,28
decrépito,28
rehabilitar,28
mamas,28
difíciles,28
"Orizaba,",28
habra,28
descanse,28
#ConMarceloSí,28
quédate,28
Quintana,28
SR.,28
"programa,",28
apuesta,28
"Emilio,",28
"traidor,",28
👏❤️,28
promete,28
supervisar,28
necesitan.,28
asia,28
necesitados,28
atodas,28
"Ridícula,",28
entendió,28
ocupando,28
Ecxelente,28
Relaciones,28
Himno,28
Lily.,28
verduleras,28
Reino,28
revés,28
deberian,28
?.,28
"cínicos,",28
presupuesto.,28
desplome,28
jaguar,28
DAS,28
vara,28
#OposicionMediocre,28
directora,28
"payasa,",28
denigrante,28
cordura,28
monumento,28
presta,28
😊😊,28
puebla,28
👍😊,28
Encuesta,28
Atentamente,28
$10,28
regalando,28
"amlo,",28
hiciste?,28
Callese,28
atento,28
CdMx,27
adelantó,27
origen?,27
tope,27
pack,27
foca,27
"hablas,",27
insultar.,27
calumnia,27
pasarán,27
ERARIO,27
desigualdad,27
encuesta?,27
ira,27
ANDAR,27
pasaba,27
mami,27
múltiples,27
derrotada,27
diez,27
Mija,27
Mentira,27
narrativa,27
tio,27
MMS,27
cantan,27
desaparezcan,27
si!,27
"electoral,",27
caravana,27
aguantas,27
Chicharrón,27
cirugías,27
quitando,27
muertas,27
inundaciones,27
Ermita,27
taquito,27
"Amlo,",27
verdad...,27
pesitos,27
"pronto,",27
",ya",27
ahhh,27
IMPUESTOS,27
presenten,27
clasismo?,27
MIS,27
misógino,27
termines,27
chocolate,27
Tranquila,27
clasismo!,27
Nefasta,27
"credibilidad,",27
seco,27
poderoso,27
#EsElla,27
burradas,27
caros,27
INEPTA,27
PAYASA,27
especialista,27
aguante,27
aprobada,27
criticas,27
nervios,27
pele,27
transformación👊🏿👊🏿👊🏿,27
"cuarta,",27
pendej@,27
cenado,27
informo,27
vergüenza?,27
Inepto,27
aventar,27
ALFREDO,27
Preocúpate,27
VIEJO,27
algodón,27
"Mazo,",27
Rosa.,27
"imbécil,",27
Maravilloso,27
veracruz,27
avanzamos,27
auténtica,27
Cuevas,27
psicólogo,27
Sorpresa,27
aceptación,27
PRESIDENTA.,27
MAZO,27
inversiones,27
desear,27
Hablar,27
"bocas,",27
Selfies,27
👍👏👏👏👏👏,27
continúen,27
soberano,27
económicos,27
nefasta.,27
SABEN,27
legislativa,27
MENTIR,27
AZTECA,27
escalar,27
#5toInformeEdoméx.,27
😉👍,27
ordenar,27
aviones,27
aceptada,27
chillando,27
Lozano,27
#linea12,27
Cuauhtémoc,27
Democracia,27
novio,27
30%,27
"Vietnam,",27
muerdes,27
"chisme,",27
Diputada.,27
¿Será,27
arrastra,27
peleas,27
"digas,",27
Candidata,27
jajajaaaa,27
bardas,27
víboras,27
alito?,27
Foro,27
frutsi,27
igualita,27
tas,27
manta,27
Soñar,27
"experiencia,",27
"libre,",27
ahorrado,27
mentes,27
odias,27
"Hipócrita,",27
"propio,",27
comercio,27
tarda,27
tweet.,26
unica,26
periodicazo,26
PERSONA,26
verdulera.,26
comprobado,26
dijo:,26
info,26
"publica,",26
gobernó,26
🫢,26
conforman,26
"legisladora,",26
"piso,",26
libro?,26
"encuesta,",26
"das,",26
desprecia,26
secuestro,26
Caray,26
pulso,26
HIJA,26
Honesta,26
patito,26
revoltosa,26
Chico,26
Sobretodo,26
pito,26
tardaron,26
HOCICO,26
aburres,26
🤮🤮🤮🤮🤮🤮🤮,26
das.,26
patada,26
"culta,",26
🫣,26
"vividora,",26
circo!,26
nefastas,26
regala,26
anticipada,26
Presidenta.,26
ficción,26
provocas,26
"Gortari,",26
🇲🇽👍🇻🇪,26
hecho?,26
decenas,26
naciste,26
cáncer.,26
"trabajadora,",26
perversa,26
transformación?,26
"falsa,",26
Chale,26
niños?,26
siniestra,26
L12.,26
"uno,",26
lengua?,26
"TELLEZ,",26
"legislativo,",26
Rosario,26
chillar,26
Jejeje,26
#EstamosListas,26
giras,26
Demuestra,26
entran,26
mujer!,26
inolvidable,26
encontraron,26
dedique,26
"Paz,",26
reverenda,26
Marissa,26
abortado,26
lograrás,26
individuo,26
gracioso,26
manos.,26
contribuyentes.,26
desafuero,26
acusado,26
pánico,26
"lista,",26
existe.,26
2000,26
activa,26
🧠,26
senadora...,26
misión,26
Ecatepec,26
Beneficio,26
Anciano,26
jovenes,26
cumplimiento,26
Adan,26
Marinos,26
Alemania,26
#SalariRosaVePorMas,26
elección.,26
platanos,26
espere,26
decirnos,26
fotografías,26
YSQ,26
espectaculares,26
manipulación,26
allegados,26
💜,26
👍👍👍👏👏👏,26
Pendientes,26
Atenta,26
😆😆😆,26
recuperación,26
AGUA,26
formación,26
imbécil.,26
himno,26
👏👏👏👏👏👏👏👏👏👏,26
logran,26
afortunadas,26
sección,26
#SalrioRosaVePorMas,26
saldremos,26
vinieron,26
Reconocimiento,26
resultados...,26
inepto.,26
Yucatán,26
pelona,26
"valiente,",26
#seguimosdandoresultados,26
"trabajas,",26
:(,26
comporta,26
"trabajadores,",26
esquema,26
exigen,26
convicciones,26
"origen,",26
"décadas,",26
😂😂😂😂😂😂😂😂😂😂😂,26
"alto,",26
leerlo,26
encuentras,26
reírme,26
VENDE,26
personas?,26
PRIAN.,26
corrupta!,26
Tlalpan.,26
"van,",26
farsantes,26
✊,26
CUENTA,26
verdades.,26
cuéntanos,26
chihuahua,26
p3nd3ja,26
puede.,26
admira,26
COSAS,26
vocera,26
avisar,26
"ratera,",26
lanzar,26
ofensiva,26
¿Tú,26
Desafortunadamente,26
#cdmx,26
centavo,26
seguidores.,26
son?,26
Inteligente,26
televisa,25
golpeadora,25
quitaste,25
anlo,25
retroceso,25
"ellas,",25
asesinaron,25
"solución,",25
😂😂😂😂😂😂😂😂😂,25
araña,25
licenciada,25
"fecha,",25
corrupta?,25
terminando,25
CIUDAD,25
haciendo.,25
discusión,25
despierta,25
intentando,25
están.,25
persona?,25
Morena!,25
seño,25
CARGO,25
"niño,",25
trampa,25
ganitas,25
chumel,25
"Juárez,",25
reglamento,25
"nepotismo,",25
inaugurada?,25
calumniar,25
patética.,25
parásita,25
salsa,25
debate.,25
quitamaridos,25
Metro.,25
gobernadora.,25
proponiendo,25
reservan,25
robaban,25
vivora,25
muñeca,25
votada,25
ACARREADOS,25
pacotilla,25
seria.,25
virgen,25
yo.,25
Creen,25
renuncias,25
costado,25
"sangre,",25
doña.,25
Guacamaya,25
#Seguridad,25
privadas,25
cabrones,25
dele,25
HACIENDO,25
historias,25
"PRD,",25
derroche,25
marihuana,25
#ladyrobamaridostellez,25
simpatía,25
sabrás,25
argumentar,25
indigna,25
Gortari.,25
Exclamó,25
impresentables,25
2024?,25
pretender,25
Chapulina,25
sapos,25
28,25
aparecen,25
provocan,25
prueba.,25
invierte,25
investigaciones,25
descerebrada,25
herario,25
"pendejos,",25
despreciable.,25
opositora,25
garras,25
justa,25
"familiares,",25
Viejito,25
desaparición,25
México!!!!!,25
estados.,25
sacarse,25
Ramos,25
avansando,25
reciban,25
luchador,25
Querido,25
"proyectos,",25
#salarioRosavepormas,25
casa!!!,25
km,25
fonden,25
"escritorio,",25
motivación,25
naco.,25
apoyemos,25
Orizaba?,25
✨✨,25
Atiende,25
aceptada.,25
NACO,25
trabajando.,25
sorpresa?,25
